team,season_start,season_end,narrative,head_coach,win_percentage,division_rank,made_playoffs,made_conference_finals,made_finals,won_championship,conference_rank
Phoenix Suns,1973,1974,"The 1973–74 Phoenix Suns season was the sixth for the Phoenix Suns of the National Basketball Association. It was the first of 14 seasons head coach John MacLeod spent with Phoenix. The season would also be the last for former All-Star forward/center Connie Hawkins, traded to the Los Angeles Lakers after appearing in nine games for the Suns. Charlie Scott would repeat as an All-Star, but who missed 30 games due to injury despite his NBA career-high 25.4 points a game. The team went on to finish the season 30–52, a career-worst for MacLeod and the franchise's poorest record since their inaugural season. Dick Van Arsdale averaged 17.8 points on the season, while Neal Walk averaged 16.8 points and a team-high 10.2 rebounds per contest. Keith Erickson, obtained by the Suns along with a future second round pick in the Hawkins trade, enjoyed a career-high 14.6 points a game in his ninth year in the NBA and first with Phoenix. Van Arsdale was named to the NBA All-Defensive Second Team, while Mike Bantom, a rookie out of Saint Joseph's, was named to the All-Rookie Team.",John MacLeod,0.366,4.0,False,False,False,False,8.0
Phoenix Suns,1974,1975,"The 1974–75 Phoenix Suns season was the seventh season for the Phoenix Suns of the National Basketball Association. The Suns' roster averaged 2.8 years of professional experience, and included four one-year players in addition to three rookies. Coming off a 30–52 season, the Suns only improved by two games, finishing 32–50 under second-year head coach John MacLeod. All home games were played at Arizona Veterans Memorial Coliseum. Coming off an All-Star season, guard/forward Charlie Scott led the Suns in both points and assists with averages of 24.3 and 4.5 a game. For Scott, it was the third and final NBA All-Star Game selection of his career. 31-year-old Dick Van Arsdale, the only player remaining from the Suns' inaugural season roster, was second in scoring with a 16.1 average. Fourth-year forward Curtis Perry enjoyed his first season with Phoenix, posting career-highs in both points and rebounds, averaging 13.4 points and a team-high 11.9 rebounds per game.",John MacLeod,0.39,4.0,False,False,False,False,8.0
Phoenix Suns,1975,1976,"The 1975–76 Phoenix Suns season was the eighth season for the Phoenix Suns of the National Basketball Association. The season included an improbable run to the NBA Finals by a team that had never won a playoff series and made the playoffs only one other season in the franchise's existence. With a regular season record of 42–40, the Suns had finished third in the Pacific division standings and improved upon last season's win total by 10 games. The ensuing playoff run took plenty by surprise, including a seven-game series win against the Western Conference's top seed and defending NBA champion Golden State Warriors, a team that had finished 17 games ahead of the Suns in the divisional standings. The franchise's first Finals appearance pitted them against a 12-time champion in the Boston Celtics, whose roster featured three players from that season's All-Star Game. The 1976 NBA Finals would feature a memorable Game 5 triple-overtime thriller filled with controversies, in which the Suns narrowly lost. Returning home for Game 6, the demoralized Suns would lose Game 6 and the series but not before endearing a generation of fans to the Suns franchise and showcasing basketball from the desert southwest. The team's ""Cinderella"" season earned them the nickname Sunderella Suns.[1] John MacLeod was head coach and the Suns played their home games at Arizona Veterans Memorial Coliseum.",John MacLeod,0.512,3.0,True,True,True,False,4.0
Phoenix Suns,1976,1977,"The 1976–77 Phoenix Suns season was the ninth season for the Phoenix Suns of the National Basketball Association. With injuries limiting the team to only six games with a full roster, the Suns plummeted to the bottom of the Pacific division standings, missing the playoffs after appearing in the Finals just one season prior.[1] The Suns were led by head coach John MacLeod and played all home games in Arizona Veterans Memorial Coliseum.",John MacLeod,0.415,5.0,False,False,False,False,10.0
Phoenix Suns,1977,1978,"The 1977–78 Phoenix Suns season was the tenth season for the Phoenix Suns of the National Basketball Association. The team finished second in a Pacific division that did not have a team finish below .500, as the Suns returned to the playoffs for the third time in franchise history. The Suns were led by head coach John MacLeod and played all home games in Arizona Veterans Memorial Coliseum. Both Paul Westphal and Walter Davis, a rookie from the University of North Carolina, were selected to participate in the All-Star Game and by the end of the season, both were members of the All-NBA Second Team. Davis became the second Sun in three years to be selected as Rookie of the Year, an award teammate Alvan Adams had collected after the 1975–76 season. Both Westphal and rookie Davis averaged career-highs in scoring, averaging 25.2 and 24.2 points a game. The combined averaged of 49.4 points made for the league's highest-scoring duo on the season. Additionally, Westphal and Davis broke a franchise record of 45.9 points a game, a mark set by Connie Hawkins and Dick Van Arsdale during the 1969–70 season.",John MacLeod,0.598,2.0,True,False,False,False,3.0
Phoenix Suns,1978,1979,"The 1978–79 Phoenix Suns season was the 11th season for the Phoenix Suns of the National Basketball Association and the first time they reached the 50-win mark to end the regular season. The team repeated a second-place finish in an expanded Pacific division and the Western Conference's second-best record, thus earning a spot in the playoffs, the franchise's first time extending the season in back-to-back seasons. For the first time since the '75–'76 team, the Suns returned to the Western Conference finals, before being dispatched by Pacific division champion Seattle in seven games. The Suns were led by head coach John MacLeod and played all home games in Arizona Veterans Memorial Coliseum. Paul Westphal, whom led the Suns with his 24 points per game, made his third straight appearance in the All-Star Game and was again named to the All-NBA First Team. Walter Davis followed up his Rookie of the Year Award performance from the previous season with his second consecutive All-Star selection and by season's end, voted to the All-NBA Second Team. Fourth-year big man Alvan Adams hauled in a career-high 9.2 rebounds a game to go with an average of 17.8 points.",John MacLeod,0.61,2.0,True,True,False,False,3.0
Phoenix Suns,1979,1980,"The 1979–80 Phoenix Suns season was the 12th season for the Phoenix Suns of the National Basketball Association and at 55–27, the team's best regular season record since the franchise's inception. The Suns defeated Western Conference foe Kansas City in the opening round of the playoffs, marking the first time the Suns had won a playoff series in back-to-back seasons. In the Western Conference semifinals, the Suns would lose to the Pacific-winning Los Angeles Lakers, who later went on to win the season's championship. The Suns were led by head coach John MacLeod, his seventh season with the team, and played all home games in Arizona Veterans Memorial Coliseum. Paul Westphal led the Suns in scoring with a 21.9 point-per-game average and earned All-NBA First Team honors, while Walter Davis was second in team scoring with a 21.5 average. Both Westphal and Davis would return as selections to the All-Star Game. Truck Robinson and Alvan Adams provided an inside presence, averaging 17 and 15 points per game to go with nine and eight rebounds each. Robinson would play in just three of the eight Suns' playoff games, however.",John MacLeod,0.671,3.0,True,False,False,False,4.0
Phoenix Suns,1980,1981,"The 1980–81 Phoenix Suns season was the 13th season for the Phoenix Suns of the National Basketball Association. At 57–25, the team had finished with its best regular season record. For the Suns, they had appeared in their first Finals five years ago but never could claim a divisional title as their own. Atop the Western Conference standings for the first time, the Suns had earned a bye in the first round of the playoffs. The offense was highlighted by a balanced attack, with four starters averaging 15 points or more a game, but none greater than 19. This, despite a trade that meant the departure of four-time All-NBA Paul Westphal, who was swapped for fourth year All-Star guard Dennis Johnson. In the conference semifinals, the Suns would meet the Kansas City Kings, a team they had defeated in the first round one season ago but found more difficult to handle this season. After a 22-point win in game one, the Suns would go on to lose game seven and the series. The Suns were led by head coach John MacLeod and played all home games in Arizona Veterans Memorial Coliseum. Johnson was a tough defender and later earned NBA All-Defensive First Team honors. He was also named to the All-NBA First Team. In the All-Star Game, Johnson was joined by teammates Walter Davis and Truck Robinson. It was the first time the Suns sent three players to the All-Star Game. Johnson and Robinson shared top scoring marks for the Suns with an average of 18.8 points a game, while Robinson also led the team in rebounds per game at 9.6. Davis averaged 18.0 points per game and Alvan Adams chipped in 14.9 for the second consecutive season. Adams, a 6'9"" center/forward led the team in assists at 4.6 a game.",John MacLeod,0.695,1.0,True,False,False,False,1.0
Phoenix Suns,1981,1982,"The 1981–82 Phoenix Suns season was the 14th season for the Phoenix Suns of the National Basketball Association. The Suns were in the playoffs for the fifth consecutive season, extending a then-franchise record. In the first round, Denver was taken down by the Suns, two games to one. Phoenix would find a tougher opponent, however, in the Western Conference Semifinals, getting swept four games to zero by the eventual league champions, Los Angeles Lakers. The Suns were led by head coach John MacLeod and played all home games in Arizona Veterans Memorial Coliseum. Dennis Johnson again earned NBA All-Defensive First Team honors and was the lone All-Star Game participant from the Suns. Additionally, he led the Suns in scoring with his 19.5 points average, a personal career-high. Truck Robinson was not far behind with his 19.1 average, and paired that with rebounding average of 9.7 a game. Fellow big man Alvan Adams brought in 7 rebounds and 15 points a contest.",John MacLeod,0.561,3.0,True,False,False,False,4.0
Phoenix Suns,1982,1983,"The 1982–83 Phoenix Suns season was the 15th season for the Phoenix Suns of the National Basketball Association. The Suns were in the playoffs for the sixth consecutive season, extending a then-franchise record. The Suns were eliminated in the first round two games to one by the Denver Nuggets, a team they had beaten by the same margin a year earlier. The Suns were led by head coach John MacLeod and played all home games in Arizona Veterans Memorial Coliseum. Walter Davis led the Suns in scoring with 19 points per game. Second-year player Larry Nance, who finished the season fourth in the NBA in blocks per game, was second in team scoring at 16.7, while fellow big man Maurice Lucas averaged a double-double with 16.5 points and 10.4 rebounds a contest. Lucas, a 30-year-old veteran who had played for four NBA teams and one ABA team before reaching the Suns, returned to his first All-Star Game after two seasons when he suited up with Phoenix. Point guard Dennis Johnson earned another spot on the NBA All-Defensive First Team.",John MacLeod,0.646,2.0,True,False,False,False,3.0
Phoenix Suns,1983,1984,"The 1983–84 Phoenix Suns season was the 16th season for the Phoenix Suns of the National Basketball Association. The Suns were in the playoffs for the seventh consecutive season, extending a then-franchise record. The Suns eliminated their first round opponent, Portland, three games to two before defeating the Utah Jazz and NBA leading scorer, Adrian Dantley, four games to two. In the Western Conference Finals, the Suns lost to the Los Angeles Lakers in six games. The team was led by head coach John MacLeod, in his 11th year with the Suns, and played all home games in Arizona Veterans Memorial Coliseum. Walter Davis led the Suns in scoring with 20 points per game. Larry Nance, who finished the season fourth in the NBA in blocks per game for the second straight year, was second in team scoring at 17.7. Davis returned to the All-Star Game, the only Sun from the season to be selected to do so. Maurice Lucas again averaged a double-double again for the Suns with 16 points and 10 rebounds per game. Although Nance did not earn his first All-Star selection until the next season, he did participate in the NBA's first Slam Dunk Contest on All-Star Weekend. While Julius Erving (""Dr. J"") provided a memorable dunk from the foul line, it was Nance who was crowned the league's first Slam Dunk champion.[1]",John MacLeod,0.5,4.0,True,True,False,False,6.0
Phoenix Suns,1984,1985,"The 1984–85 Phoenix Suns season was the 17th season for the Phoenix Suns of the National Basketball Association. The Suns were without All-Star Walter Davis for much of the season due to injury. They would be without him in the playoffs, extending a then-franchise record to eight consecutive seasons even though the Suns finished the regular season with the team's first losing record since the 1976–77 season. The Suns' playoff run would not last long, being swept in the first round of the Western Conference playoffs by the eventual league champions, the Los Angeles Lakers. The team was led by head coach John MacLeod, in his 12th year with the Suns, and played all home games in Arizona Veterans Memorial Coliseum. Larry Nance would earn his first career All-Star selection, and led the Suns in scoring for the first time, averaging 20 points per game. He also tied with Maurice Lucas for team leader in rebounds, each averaging 8.8 on the season. Walter Davis was hampered by an injury, starting just nine games on the season and averaging only 15.0 points, while 7-footer James Edwards brought in 14.9 points per game.",John MacLeod,0.439,3.0,True,False,False,False,8.0
Phoenix Suns,1985,1986,"The 1985–86 Phoenix Suns season was the 18th season for the Phoenix Suns of the National Basketball Association. The Suns finished the regular season tied with their third-worst record to that point, going just 32–50. Coupled with every team in the Western Conference's Midwest division finishing with a better record than all but two teams from the Pacific division, and the Suns were out of the playoffs for the first time in eight seasons, ending a then-franchise record streak for consecutive playoff berths. The Suns were led by head coach John MacLeod, in his 13th year with the Suns, and played all home games in Arizona Veterans Memorial Coliseum. Walter Davis bounced back from injury that caused him to miss the majority of the previous season, leading the Suns in scoring at 22 points per game, his highest output since his 1978–79 season with the Suns. Phoenix boasted a pair of 20–20 scorers, as Larry Nance continued to increase his scoring each season since being drafted five seasons ago by Phoenix, with a 20.2 average a game for the season. Nance would finish the season ranked third in the NBA in field goal percentage and lead the Suns in rebounds. Mike Sanders came off the bench and appeared in all 82 regular season games, averaging a career-high 11.0 points a game.",John MacLeod,0.39,3.0,False,False,False,False,9.0
Phoenix Suns,1986,1987,"The 1986–87 Phoenix Suns season was the 18th season for the Phoenix Suns of the National Basketball Association and their final season under the original ownership group led by Karl Eller, Donald Pitt, Don Diamond, Bhavik Darji, Marvin Meyer, and Richard L. Bloch.[1] The Suns started their fourteenth season under head coach John MacLeod. At 22–34 (.393) in late February, management decided to replace the longstanding MacLeod with Dick Van Arsdale,[2] a former Suns player from the 1975–76 Finals team (coached by MacLeod), who was working as the team's color commentator for TV and radio at the time, despite having no prior coaching experience. Phoenix went 14–12 (.538) in those last 26 games under Van Arsdale to finish at 36–46 (.439), and missed the 16-team playoffs by one game. All of the Suns' home games were played at Arizona Veterans Memorial Coliseum. Walter Davis again led the Suns in scoring, averaging 23.6 points for the season. The Suns had another 20-point scorer in Larry Nance, who garnered a career-high 22.5 points and a team-high 8.7 rebounds a game. Third-year point guard Jay Humphries averaged 7.7 assists per game to go with 11.3 points per game. For the 32-year-old Davis, it was an All-Star season for him, his 6th in 10 seasons with the Suns, and would be the last time of his career he was honored as an All-Star. This season was notably infamous for being the key point where the Phoenix Suns organization was hit with a drug scandal that stayed behind the scenes until around the end of this season. On April 17, 1987, one day before the Suns would play their final game of the regular season against the Los Angeles Clippers, Maricopa County law enforcement officials revealed that five present at the time or former Suns players were indicted on drug-related charges, with six more present at the time or former Suns players being linked to the case by that time.[3] Despite the indictments, Jay Humphries and Grant Gondrezick were both allowed to play in the final game of the season while All-Star Walter Davis and rookie William Bedford were not allowed to do so despite their immunity from the case.[4][5] The scandal would also involve a gambling case regarding a February 21, 1987 game between the Suns and the Milwaukee Bucks where at a nightclub called Malarkey's, James Edwards and two Bucks players named Jack Sikma and Paul Mokeski (according to Malarkey's manager James Jordan) allegedly claimed that the game between them would not exceed a total of 226 points scored (which was correct since it favored the Bucks 115–107 that night).[6][7] While the scandal would eventually end with no major punishments being involved for any of the players that were named in the case outside of Gondrezick serving three years of probation for tampering with a witness,[8][9] it would lead to a very hectic and uncertain offseason period for the Suns as they entered the upcoming season following this one.",John MacLeod    (22–34)Dick Van Arsdale (14–12),0.439,5.0,False,False,False,False,9.0
Phoenix Suns,1987,1988,"The 1987–88 Phoenix Suns season was the 19th season for the Phoenix Suns of the National Basketball Association and their first season under new ownership led by long-time associate and general manager Jerry Colangelo. The team was led by new head coach John Wetzel. Having missed the playoffs in each of the last two seasons, Suns management made a midseason trade with Cleveland in attempt to return the Suns to postseason play. The trade would in part send All-Star Larry Nance in exchange for rookie Kevin Johnson. All home games were played at Arizona Veterans Memorial Coliseum. Despite Nance's quality play (he was leading the Suns in scoring with 21 points and 10 rebounds per game), Suns director of personnel, Cotton Fitzsimmons, stated the reason for the trade. ""It's obvious we are not happy with our current record and we are not happy with our record over the last few seasons. We talked to a lot of teams about Nance. We felt it (the trade with Cleveland) was the best deal for us in regard to the youth of the players and draft choices involved.""[1] On February 25, the 29-year-old Nance, along with Mike Sanders and a 1988 draft first-round pick, were sent to Cleveland in exchange for Johnson, Tyrone Corbin, Mark West, 1988 draft first and second round picks, and a 1989 second round pick (the 1988 draft first rounder would turn out to be Dan Majerle).[2] On the day of the trade, the Suns beat Cleveland (none of the players involved in the trade recorded any minutes). The Suns would, however, lose their next nine games in a row. They finished fourth in the Pacific Division with a 28–54 record.",John Wetzel,0.341,4.0,False,False,False,False,9.0
Phoenix Suns,1988,1989,"The 1988–89 Phoenix Suns season was the 20th season for the Phoenix Suns of the National Basketball Association.[1] The Suns had the seventh overall pick in the 1988 NBA draft, where they selected Tim Perry out of Temple University, and also selected Dan Majerle from the University of Central Michigan with the fourteenth overall pick.[2][3][4][5][6] During the off-season, the Suns fired head coach John Wetzel, and replaced him with director of player personnel (and former head coach) Cotton Fitzsimmons, who coached the team for the '70–'71 and '71–'72 seasons,[7][8][9][10] and signed free agent and one-time All-Star forward Tom Chambers.[11][12][13][14][15] The Suns showed a lot of improvement over the previous season, holding a 29–17 record at the All-Star break,[16] posting a nine-game winning streak between March and April, and finishing second in the Pacific Division with a 55–27 record.[17] All home games were played at Arizona Veterans Memorial Coliseum. Chambers led a triplet of Suns who averaged 20 points or more for the season, with Chambers averaging 25.7 points and 8.4 rebounds per game. In addition, sixth man Eddie Johnson averaged 21.5 points per game off the bench, and earned the season's Sixth Man of the Year Award,[18][19][20][21] while second-year point guard Kevin Johnson provided the team with 20.4 points, 12.2 assists and 1.7 steals per game, and earned the Most Improved Player of the Year Award.[22][23][24][25] Second-year forward Armen Gilliam averaged 15.9 points and 7.3 rebounds per game, while Jeff Hornacek contributed 13.5 points, 6.0 assists and 1.7 steals per game, Majerle provided with 8.6 points per game in only 54 games, Tyrone Corbin contributed 8.2 points and 5.2 rebounds per game, and Mark West provided with 7.2 points, 6.7 rebounds and 2.3 blocks per game.[26] Fitzsimmons was named Coach of the Year after leading his team to a 27-game improvement.[27][28][29][30][31] In the playoffs, the Suns swept the Denver Nuggets in three straight games in the Western Conference First Round,[32][33][34][35] and defeated the 7th-seeded Golden State Warriors four games to one in the Western Conference Semi-finals.[36][37][38][39] The Suns saw their playoff fortunes reverse in the Western Conference Finals, when they met the season's MVP Magic Johnson, and the top-seeded Los Angeles Lakers, getting swept four games to zero.[40][41][42][43] The Lakers would reach the NBA Finals for the third consecutive year, but would lose to the Detroit Pistons in four straight games.[44][45][46][47][48] Chambers was the only member of the team to be selected for the 1989 NBA All-Star Game, which was his second All-Star appearance.[49][50][51][52][53] At season's end, Chambers and Johnson were both members of the All-NBA Second Team. Following the season, Corbin was left unprotected in the 1989 NBA Expansion Draft, where he was selected by the newly expansion Minnesota Timberwolves.[54][55][56][57][58]",Cotton Fitzsimmons,0.671,2.0,True,True,False,False,3.0
Phoenix Suns,1989,1990,"The 1989–90 NBA season was the 21st season for the Phoenix Suns in the National Basketball Association.record.[1] Cotton Fitzsimmons was head coach for a club that returned to the Western Conference Finals. All home games were played at Arizona Veterans Memorial Coliseum. In December, the team traded Armen Gilliam to the Charlotte Hornets in exchange for Kurt Rambis, who won four championships with the Los Angeles Lakers.[2][3][4] The Suns held a 28–17 record at the All-Star break,[5] and finished third in the Pacific Division with a 54–28 record.[6] Tom Chambers averaged 27.2 points and 7.0 rebounds per game, while last season's Most Improved Player, Kevin Johnson averaged 22.5 points and 11.4 assists per game. Chambers and Johnson were both selected for the 1990 NBA All-Star Game, which was Johnson's first All-Star selection,[7][8][9][10] and were both named to the All-NBA Second Team at season's end. In addition, Jeff Hornacek provided the team with 17.6 points, 5.0 assists and 1.7 steals per game, while sixth man Eddie Johnson provided with 16.9 points per game off the bench, second-year guard Dan Majerle contributed 11.1 points, 5.9 rebounds and 1.4 steals per game also off the bench, and Mark West averaged 10.5 points, 8.9 rebounds and 2.2 blocks per game.[11] In the Western Conference First Round of the playoffs, the Suns lost Game 1 to the 4th-seeded Utah Jazz,[12][13] but managed to defeat them in five games.[14][15][16][17] In the Western Conference Semi-finals, they upset Magic Johnson and the top-seeded Los Angeles Lakers in five games,[18][19][20][21] but lost to the Portland Trail Blazers four games to two in the Western Conference finals.[22][23][24][25] The Blazers would lose to the defending champion Detroit Pistons in five games in the NBA Finals.[26][27][28][29][30] The season was also highlighted by Chambers setting a franchise record for points scored in one game, when on February 18, 1990, he scored 56 points in a 131–113 road win over the Golden State Warriors.[31][32] Just over a month later, he would break his own record when he scored 60 against his former team, the Seattle SuperSonics on March 24, 1990, which the Suns won at home, 121–95.[33][34][35] Chambers' record would be broken by Devin Booker on March 24th, 2017 by scoring 70 points against the Boston Celtics,[36] and technically a second time on January 26th, 2024 against the Indiana Pacers with 62 points.[37]",Cotton Fitzsimmons,0.659,3.0,True,True,False,False,5.0
Phoenix Suns,1990,1991,"The 1990–91 Phoenix Suns season was the 23rd season for the Phoenix Suns in the National Basketball Association.[1] For the season opener, the Suns traveled to Japan to play their first two games against the Utah Jazz at the Tokyo Metropolitan Gymnasium, making history by being the two first teams in U.S. professional sports to play a regular season game outside of North America.[2][3][4][5] The Suns got off to an 8–7 start early into the season as they traded sixth man Eddie Johnson to the Seattle SuperSonics in exchange for Xavier McDaniel.[6][7][8][9] The Suns would post a 7-game winning streak as they won 17 of their next 21 games, holding a 30–16 record at the All-Star break,[10] and ending the season finishing third in the Pacific Division with a 55–27 record.[11] Kevin Johnson and Tom Chambers were both selected for the 1991 NBA All-Star Game.[12][13] Johnson led the Suns with 22.2 points, 10.1 assists and 2.1 steals per game, and was named to the All-NBA Second Team, while Chambers averaged 19.9 points and 6.4 rebounds per game. In addition, Jeff Hornacek provided the team with 16.9 points, 5.1 assists and 1.4 steals per game, while McDaniel averaged 15.8 points and 7.2 rebounds per game with the Suns after the trade, sixth man Dan Majerle contributed 13.6 points and 5.4 rebounds per game, while being named to the NBA All-Defensive Second Team, and Mark West and Andrew Lang both led the team with 2.0 blocks per game each.[14] In the Western Conference First Round of the playoffs, the Suns faced the Jazz again, and lost in four games to the 5th-seeded team.[15][16][17][18] Following the season, McDaniel was traded to the New York Knicks.[19][20][21]",Cotton Fitzsimmons,0.671,3.0,True,False,False,False,4.0
Phoenix Suns,1991,1992,"The 1991–92 NBA season was the 24th season for the Phoenix Suns in the National Basketball Association.[1] In the off-season, the Suns acquired three-point specialist Trent Tucker from the New York Knicks.[2] However, Tucker never played for the team as he was released to free agency, and later on signed with the San Antonio Spurs.[3][4] The Suns were led by head coach Cotton Fitzsimmons, which would be the last of his four-season second stint as coach of the Suns.[5][6][7] All home games were played at Arizona Veterans Memorial Coliseum. The team got off to a slow 5–9 start, but went on a nine-game winning streak as they won 14 of their next 15 games, and held a 32–16 record at the All-Star break.[8] The Suns finished third in the Pacific Division with a 53–29 record.[9] Guard Jeff Hornacek led the Suns in scoring, averaging 20.1 points per game plus contributing 5.1 assists and 2.0 steals per game. In addition, Kevin Johnson averaged 19.7 points and led the team with 10.7 assists per game, while sixth man Dan Majerle provided the team with 17.3 points, 5.9 rebounds and 1.6 steals per game off the bench, and Tom Chambers, at 32 years of age, appeared in 69 games and contributed 16.3 points and 5.8 rebounds per game. Tim Perry stepped into the lineup averaging 12.3 points, 6.9 rebounds and 1.5 blocks per game, while Andrew Lang replaced Mark West in the lineup at center, averaging 7.7 points, 6.7 rebounds and leading the team with 2.5 blocks per game.[10] Hornacek finished the season third in three-point field goal percentage at .439, while Johnson's assist average was good for second-best in the league.[11] In the Western Conference First Round of the playoffs, the Suns swept the Spurs in three straight games,[12][13][14] but lost 4–1 to the Portland Trail Blazers in the Western Conference Semi-finals.[15][16][17][18] The Blazers would lose in six games to the defending champion Chicago Bulls in the NBA Finals.[19][20][21][22][23] Hornacek and Majerle were both selected for the 1992 NBA All-Star Game,[24][25] while by season's end, Johnson was selected to the All-NBA Third Team, and second-year forward Cedric Ceballos won the Slam Dunk Contest during the All-Star Weekend in Orlando.[26][27] Following the season, Hornacek, Perry and Lang were all traded to the Philadelphia 76ers.[28][29][30][31]",Cotton Fitzsimmons,0.646,3.0,True,False,False,False,4.0
Phoenix Suns,1992,1993,"The 1992–93 NBA season was the 25th season for the Phoenix Suns in the National Basketball Association.[1] This season is most memorable for the Suns acquiring controversial All-Star power forward Charles Barkley from the Philadelphia 76ers,[2][3][4][5][6] and signing free agent Danny Ainge prior to the season.[7][8][9] Under new head coach Paul Westphal,[10][11][12] the Suns had a successful season posting a 14-game winning streak in December,[13] which led them to a 21–4 start, held a 38–10 record at the All-Star break,[14] then posted an 11-game winning streak between March and April to finish with an NBA-best 62–20 record.[15] The team set the franchise record for most wins in a season (the record was later tied in the 2004–05 season and later broken in the 2021-22 NBA season). Barkley won the NBA Most Valuable Player Award,[16][17][18][19][20] and led the team to its second trip to the NBA Finals, where they lost to Michael Jordan, Scottie Pippen and the 2-time defending champion Chicago Bulls in six games.[21][22][23][24][25] In the Western Conference First Round of the playoffs, the Suns faced elimination as they trailed 2–0 against the 8th-seeded Los Angeles Lakers.[26][27][28] However, they won the next three games, including a 112–104 overtime home win in Game 5 to advance in the Western Conference Semi-finals,[29][30][31][32] where they defeated the 5th-seeded San Antonio Spurs in six games.[33][34][35][36] In the Western Conference finals, they defeated the Seattle SuperSonics in a full seven-game series,[37][38][39][40] on their way to the Finals before losing in six games to the Bulls. Barkley led the Suns in scoring and rebounding with 25.6 points and 12.1 rebounds per game, and also contributed 1.6 steals per game, and was named to the All-NBA First Team, while Dan Majerle finished second on the team in scoring with 16.9 points per game, contributed 1.7 steals per game, and finished tied in first place in the league with 167 three-point field goals, while being named to the NBA All-Defensive Second Team. Barkley and Majerle were both selected for the 1993 NBA All-Star Game, with Westphal coaching the Western Conference.[41][42][43][44] In addition, point guard Kevin Johnson only played just 49 games due to groin, hamstring and knee injuries,[45][46][47] averaging 16.1 points, 7.8 assists and 1.7 steals per game, and rookie forward Richard Dumas (who was suspended for all of the previous season for violating the NBA's substance abuse policy), contributed 15.8 points, led the Suns with 1.8 steals per game and was selected to the NBA All-Rookie Second Team, despite only playing just 48 games due to injury. Cedric Ceballos provided the team with 12.8 points and 5.5 rebounds per game, while off the bench, sixth man Tom Chambers provided with 12.2 points and 4.7 rebounds per game, Ainge contributed 11.8 points per game and 150 three-point field goals, and first round draft pick Oliver Miller led the team with 1.8 blocks per game.[48] Westphal finished in fourth place in Coach of the Year voting.[49][50][51] Following the season, Chambers signed as a free agent with the Utah Jazz.[52][53][54] The season saw the debut of the new ""Streaking Sun"" logo,[55] which was featured on the front of the team's new jerseys.[56][57] The new primary logo and uniforms would both remain in use until 2000. The season was also the Suns first at the new America West Arena (currently known as ""Footprint Center""). The new arena had a regular season attendance of 779,943 in 41 home games, the fifth highest total attendance in the league.[58] The team sold-out the capacity 19,023 arena every game of the season. This was the last time the Suns would make the NBA Finals until the 2020–21 season.",Paul Westphal,0.756,1.0,True,True,True,False,1.0
Phoenix Suns,1993,1994,"The 1993–94 NBA season was the 26th season for the Phoenix Suns in the National Basketball Association.[1] During the off-season, the Suns signed free agents; A.C. Green, who won two championships with the Los Angeles Lakers in the 1980s,[2][3][4] and also signed Joe Kleine.[5] The Suns were led by Paul Westphal, in his second year as head coach of the Suns. All home games were played at America West Arena. The team got off to a 15–3 start after a 7-game winning streak in December, and held a 31–15 record at the All-Star break.[6] At midseason, the team signed free agent Elliot Perry.[7] The Suns won their final seven games of the season, finishing second in the Pacific Division with a 56–26 record.[8] Charles Barkley, an All-Star coming off an MVP season, led a Phoenix offense that had five players average at least 15 points per game or more, with Barkley averaging 21.6 points, 11.2 rebounds and 1.6 steals per game. He appeared in 65 games, missing 17 due to a quadriceps tendon injury.[9][10][11] In addition, point guard Kevin Johnson was the other 20-point scorer, averaging right at the mark with 20.0 points, and led the team with 9.5 assists and 1.9 steals per game; he also finished fifth in assist per game in the league for the season. In addition, Cedric Ceballos showed improvement, averaging 19.1 points and 6.5 rebounds per game, but only appeared in 53 games due to a foot injury,[12][13] while Dan Majerle provided with 16.5 points and 1.6 steals per game, and led the league with 192 three-point field goals, and Green contributed 14.7 points and 9.2 rebounds per game. Second-year center Oliver Miller averaged 9.2 points, 6.9 rebounds and led the Suns with 1.8 blocks per game, and Danny Ainge contributed 8.9 points per game off the bench.[14] In the Western Conference First Round of the playoffs, the Suns swept the Golden State Warriors in three straight games, where Barkley scored a playoff career-high of 56 points in a 140–133 road win in Game 3.[15][16][17][18] However, after taking a 2–0 series lead over the Houston Rockets in the Western Conference Semi-finals,[19][20][21] the Suns lost the series in seven games.[22][23][24][25] The Rockets would go on to defeat the New York Knicks in seven games in the NBA Finals, winning their first ever championship.[26][27][28][29][30] Barkley and Johnson both returned to the All-Star Game, Barkley's eighth and for Johnson, his third and final All-Star selection. However, Barkley was injured and did not play in the All-Star Game, which was held in Minneapolis, Minnesota.[31][32][33][34][35] At season's end, both players had earned All-NBA Second Team honors. Following the season, Ceballos was traded to the Los Angeles Lakers,[36][37][38] and Miller signed as a free agent with the Detroit Pistons, while Mark West was traded to the Pistons for a future draft pick.[39][40][41]",Paul Westphal,0.683,2.0,True,False,False,False,3.0
